id,block_name,week_start_date,week_number,day_number,workout_date,exercise_name,record_type,sets,reps,load,load_instruction,rpe,notes,processed_at
Block21_Deadliftswbelt*drop10lbeachset_w6_d6_prescribed_1751436336532,Block 21,2/10/2025,6,6,2/15/2025,Deadlifts w/belt *drop 10lb each set,prescribed,2,4,,base on above,5,,2025-07-02T06:05:36.532558500+00:00
Block21_Deadliftswbelt*drop10lbeachset_w6_d6_actual_1751436336532,Block 21,2/10/2025,6,6,2/15/2025,Deadlifts w/belt *drop 10lb each set,actual,2,4,404,,5,,2025-07-02T06:05:36.532562200+00:00
Block21_SeatedLegCurls_w6_d6_prescribed_1751436336532,Block 21,2/10/2025,6,6,2/15/2025,Seated Leg Curls,prescribed,2,6-10,,,8,,2025-07-02T06:05:36.532566300+00:00
Block21_DIps(canbeweighted)_w6_d6_prescribed_1751436336532,Block 21,2/10/2025,6,6,2/15/2025,DIps (can be weighted),prescribed,2,6-10,,,7,,2025-07-02T06:05:36.532570100+00:00
Block21_DIps(canbeweighted)_w6_d6_actual_1751436336532,Block 21,2/10/2025,6,6,2/15/2025,DIps (can be weighted),actual,2,8,315,,7),,2025-07-02T06:05:36.532573400+00:00
Block21_Abs(ofchoice)_w6_d6_prescribed_1751436336532,Block 21,2/10/2025,6,6,2/15/2025,Abs (of choice),prescribed,2,12-20,,,7,,2025-07-02T06:05:36.532576700+00:00
Block21_Abs(ofchoice)_w6_d6_actual_1751436336532,Block 21,2/10/2025,6,6,2/15/2025,Abs (of choice),actual,2,14,40,,7,,2025-07-02T06:05:36.532580+00:00
Block22_LowbarSquatswbelt_w1_d1_prescribed_1751436336805,Block 22,2/17/2025,1,1,2/17/2025,Lowbar Squats w/belt ,prescribed,3,6,,find,5,,2025-07-02T06:05:36.805518600+00:00
Block22_LowbarSquatswbelt_w1_d1_actual_1751436336805,Block 22,2/17/2025,1,1,2/17/2025,Lowbar Squats w/belt ,actual,3,6,375,,5,,2025-07-02T06:05:36.805524800+00:00
Block22_1sPauseBenchPress_w1_d1_prescribed_1751436336805,Block 22,2/17/2025,1,1,2/17/2025,1s Pause Bench Press,prescribed,1,2,,find,5,,2025-07-02T06:05:36.805529500+00:00
Block22_1sPauseBenchPress_w1_d1_actual_1751436336805,Block 22,2/17/2025,1,1,2/17/2025,1s Pause Bench Press,actual,1,2,315,,5,,2025-07-02T06:05:36.805533+00:00
Block22_1sPauseBenchPress_w1_d1_prescribed_1751436336805,Block 22,2/17/2025,1,1,2/17/2025,1s Pause Bench Press,prescribed,3,7,,base on max,5,,2025-07-02T06:05:36.805536500+00:00
Block22_1sPauseBenchPress_w1_d1_actual_1751436336805,Block 22,2/17/2025,1,1,2/17/2025,1s Pause Bench Press,actual,3,7,265,,5,,2025-07-02T06:05:36.805540600+00:00
Block22_UnilateralLegPress_w1_d1_prescribed_1751436336805,Block 22,2/17/2025,1,1,2/17/2025,Unilateral Leg Press,prescribed,2,8-12,,,7,,2025-07-02T06:05:36.805544900+00:00
Block22_UnilateralLegPress_w1_d1_actual_1751436336805,Block 22,2/17/2025,1,1,2/17/2025,Unilateral Leg Press,actual,2,8,225,,7,,2025-07-02T06:05:36.805548700+00:00
Block22_ChestSupportedRows*neutralgrip_w1_d1_prescribed_1751436336805,Block 22,2/17/2025,1,1,2/17/2025,Chest Supported Rows *neutral grip,prescribed,3,8-10,,,7,,2025-07-02T06:05:36.805554+00:00
Block22_ChestSupportedRows*neutralgrip_w1_d1_actual_1751436336805,Block 22,2/17/2025,1,1,2/17/2025,Chest Supported Rows *neutral grip,actual,3,8,90,,7,,2025-07-02T06:05:36.805559100+00:00
Block22_FlatBenchDBPress_w1_d1_prescribed_1751436336805,Block 22,2/17/2025,1,1,2/17/2025,Flat Bench DB Press,prescribed,3,10-12,,,7,,2025-07-02T06:05:36.805564900+00:00
Block22_FlatBenchDBPress_w1_d1_actual_1751436336805,Block 22,2/17/2025,1,1,2/17/2025,Flat Bench DB Press,actual,3,8,80,,7,,2025-07-02T06:05:36.805568700+00:00
Block22_1sPauseBenchPress_w1_d3_prescribed_1751436336805,Block 22,2/17/2025,1,3,2/19/2025,1s Pause Bench Press ,prescribed,3,5,,find,"4, 5, 6",,2025-07-02T06:05:36.805582200+00:00
Block22_1sPauseBenchPress_w1_d3_actual_1751436336805,Block 22,2/17/2025,1,3,2/19/2025,1s Pause Bench Press ,actual,3,5,295,,6,"275,285,295",2025-07-02T06:05:36.805585900+00:00
Block22_Deadliftswbelt_w1_d3_prescribed_1751436336805,Block 22,2/17/2025,1,3,2/19/2025,Deadlifts w/belt,prescribed,2,5,,find,5,,2025-07-02T06:05:36.805589600+00:00
Block22_Deadliftswbelt_w1_d3_actual_1751436336805,Block 22,2/17/2025,1,3,2/19/2025,Deadlifts w/belt,actual,2,5,405,,5,,2025-07-02T06:05:36.805593100+00:00
Block22_Deadliftswbelt_w1_d3_prescribed_1751436336805,Block 22,2/17/2025,1,3,2/19/2025,Deadlifts w/belt,prescribed,1,5,,-6%,rate,,2025-07-02T06:05:36.805596500+00:00
Block22_Deadliftswbelt_w1_d3_actual_1751436336805,Block 22,2/17/2025,1,3,2/19/2025,Deadlifts w/belt,actual,1,5,395,,4,,2025-07-02T06:05:36.805599900+00:00
Block22_BarbellRDL's_w1_d3_prescribed_1751436336805,Block 22,2/17/2025,1,3,2/19/2025,Barbell RDL's,prescribed,2,8,,find,5,,2025-07-02T06:05:36.805603700+00:00
Block22_BarbellRDL's_w1_d3_actual_1751436336805,Block 22,2/17/2025,1,3,2/19/2025,Barbell RDL's,actual,2,8,225,,6,,2025-07-02T06:05:36.805607+00:00
Block22_LegPress_w1_d3_prescribed_1751436336805,Block 22,2/17/2025,1,3,2/19/2025,Leg Press,prescribed,3,10-12,,,7,,2025-07-02T06:05:36.805609900+00:00
Block22_LegPress_w1_d3_actual_1751436336805,Block 22,2/17/2025,1,3,2/19/2025,Leg Press,actual,3,8,495,,7,,2025-07-02T06:05:36.805612900+00:00
Block22_LatPulldowns_w1_d3_prescribed_1751436336805,Block 22,2/17/2025,1,3,2/19/2025,Lat Pulldowns,prescribed,3,10-12,,,7,,2025-07-02T06:05:36.805616100+00:00
Block22_LatPulldowns_w1_d3_actual_1751436336805,Block 22,2/17/2025,1,3,2/19/2025,Lat Pulldowns,actual,3,12,120,,7,,2025-07-02T06:05:36.805620+00:00
Block22_LowbarSquatswbelt_w1_d5_prescribed_1751436336805,Block 22,2/17/2025,1,5,2/21/2025,Lowbar Squats w/belt,prescribed,1,1,,find,5,,2025-07-02T06:05:36.805629700+00:00
Block22_LowbarSquatswbelt_w1_d5_actual_1751436336805,Block 22,2/17/2025,1,5,2/21/2025,Lowbar Squats w/belt,actual,1,1,455,,5,,2025-07-02T06:05:36.805633500+00:00
Block22_LowbarSquatswbelt_w1_d5_prescribed_1751436336805,Block 22,2/17/2025,1,5,2/21/2025,Lowbar Squats w/belt ,prescribed,3,4,,base on above,5,,2025-07-02T06:05:36.805637400+00:00
Block22_LowbarSquatswbelt_w1_d5_actual_1751436336805,Block 22,2/17/2025,1,5,2/21/2025,Lowbar Squats w/belt ,actual,3,4,405,,5,,2025-07-02T06:05:36.805641100+00:00
Block22_1sPauseBenchPress_w1_d5_prescribed_1751436336805,Block 22,2/17/2025,1,5,2/21/2025,1s Pause Bench Press,prescribed,1,1,,find,5,,2025-07-02T06:05:36.805644700+00:00
Block22_1sPauseBenchPress_w1_d5_actual_1751436336805,Block 22,2/17/2025,1,5,2/21/2025,1s Pause Bench Press,actual,1,1,330,,5,,2025-07-02T06:05:36.805648200+00:00
Block22_1sPauseBenchPress_w1_d5_prescribed_1751436336805,Block 22,2/17/2025,1,5,2/21/2025,1s Pause Bench Press,prescribed,1,2,,base on above,5,,2025-07-02T06:05:36.805651800+00:00
Block22_1sPauseBenchPress_w1_d5_actual_1751436336805,Block 22,2/17/2025,1,5,2/21/2025,1s Pause Bench Press,actual,1,2,315,,5,,2025-07-02T06:05:36.805655300+00:00
Block22_1sPauseBenchPress_w1_d5_prescribed_1751436336805,Block 22,2/17/2025,1,5,2/21/2025,1s Pause Bench Press,prescribed,2,4,,,5,,2025-07-02T06:05:36.805658900+00:00
Block22_1sPauseBenchPress_w1_d5_actual_1751436336805,Block 22,2/17/2025,1,5,2/21/2025,1s Pause Bench Press,actual,2,4,295,,5,,2025-07-02T06:05:36.805662400+00:00
Block22_1sPauseBenchPress_w1_d5_prescribed_1751436336805,Block 22,2/17/2025,1,5,2/21/2025,1s Pause Bench Press,prescribed,2,6,,,6,,2025-07-02T06:05:36.805667300+00:00
Block22_1sPauseBenchPress_w1_d5_actual_1751436336805,Block 22,2/17/2025,1,5,2/21/2025,1s Pause Bench Press,actual,2,6,275,,5,,2025-07-02T06:05:36.805670800+00:00
Block22_DBSeatedShoulderPress_w1_d5_prescribed_1751436336805,Block 22,2/17/2025,1,5,2/21/2025,DB Seated Shoulder Press,prescribed,3,6-10,,,7,,2025-07-02T06:05:36.805674500+00:00
Block22_DBSeatedShoulderPress_w1_d5_actual_1751436336805,Block 22,2/17/2025,1,5,2/21/2025,DB Seated Shoulder Press,actual,3,6,80,,7,,2025-07-02T06:05:36.805677900+00:00
Block22_BicepCurlsofchoice(optional)_w1_d5_prescribed_1751436336805,Block 22,2/17/2025,1,5,2/21/2025,Bicep Curls of choice (optional),prescribed,3,12-15,,,7,,2025-07-02T06:05:36.805681900+00:00
Block22_BicepCurlsofchoice(optional)_w1_d5_actual_1751436336805,Block 22,2/17/2025,1,5,2/21/2025,Bicep Curls of choice (optional),actual,3,12,30,,7,,2025-07-02T06:05:36.805685800+00:00
Block22_Deadliftswbelt_w1_d6_prescribed_1751436336805,Block 22,2/17/2025,1,6,2/22/2025,Deadlifts w/belt ,prescribed,1,1,,find,5,,2025-07-02T06:05:36.805693+00:00
Block22_Deadliftswbelt_w1_d6_actual_1751436336805,Block 22,2/17/2025,1,6,2/22/2025,Deadlifts w/belt ,actual,1,1,465,,5,,2025-07-02T06:05:36.805696800+00:00
Block22_Deadliftswbelt*drop10lbeachset_w1_d6_prescribed_1751436336805,Block 22,2/17/2025,1,6,2/22/2025,Deadlifts w/belt *drop 10lb each set,prescribed,3,4,,base on above,4.5,,2025-07-02T06:05:36.805701700+00:00
Block22_Deadliftswbelt*drop10lbeachset_w1_d6_actual_1751436336805,Block 22,2/17/2025,1,6,2/22/2025,Deadlifts w/belt *drop 10lb each set,actual,3,4,405,,4.5,,2025-07-02T06:05:36.805705700+00:00
Block22_SeatedLegCurls_w1_d6_prescribed_1751436336805,Block 22,2/17/2025,1,6,2/22/2025,Seated Leg Curls,prescribed,3,8-12,,,7,,2025-07-02T06:05:36.805709700+00:00
Block22_SeatedLegCurls_w1_d6_actual_1751436336805,Block 22,2/17/2025,1,6,2/22/2025,Seated Leg Curls,actual,3,10,110,,7,,2025-07-02T06:05:36.805713200+00:00
Block22_DIps(canbeweighted)_w1_d6_prescribed_1751436336805,Block 22,2/17/2025,1,6,2/22/2025,DIps (can be weighted),prescribed,3,6-10,,,7,,2025-07-02T06:05:36.805717200+00:00
Block22_DIps(canbeweighted)_w1_d6_actual_1751436336805,Block 22,2/17/2025,1,6,2/22/2025,DIps (can be weighted),actual,3,10,315,,7,,2025-07-02T06:05:36.805720700+00:00
Block22_Abs(ofchoice)_w1_d6_prescribed_1751436336805,Block 22,2/17/2025,1,6,2/22/2025,Abs (of choice),prescribed,3,12-20,,,7,,2025-07-02T06:05:36.805724100+00:00
Block22_Abs(ofchoice)_w1_d6_actual_1751436336805,Block 22,2/17/2025,1,6,2/22/2025,Abs (of choice),actual,3,12,50,,7,,2025-07-02T06:05:36.805727600+00:00
Block22_LowbarSquatswbelt_w2_d1_prescribed_1751436336805,Block 22,2/24/2025,2,1,2/24/2025,Lowbar Squats w/belt ,prescribed,3,6,,find,6,,2025-07-02T06:05:36.805735900+00:00
Block22_LowbarSquatswbelt_w2_d1_actual_1751436336805,Block 22,2/24/2025,2,1,2/24/2025,Lowbar Squats w/belt ,actual,3,6,405,,6-6.5,,2025-07-02T06:05:36.805739700+00:00
Block22_1sPauseBenchPress_w2_d1_prescribed_1751436336805,Block 22,2/24/2025,2,1,2/24/2025,1s Pause Bench Press,prescribed,1,2,,find,6,,2025-07-02T06:05:36.805743200+00:00
Block22_1sPauseBenchPress_w2_d1_actual_1751436336805,Block 22,2/24/2025,2,1,2/24/2025,1s Pause Bench Press,actual,1,2,325,,6,,2025-07-02T06:05:36.805746700+00:00
Block22_1sPauseBenchPress_w2_d1_prescribed_1751436336805,Block 22,2/24/2025,2,1,2/24/2025,1s Pause Bench Press,prescribed,3,7,,base on max,5.5,,2025-07-02T06:05:36.805750300+00:00
Block22_1sPauseBenchPress_w2_d1_actual_1751436336805,Block 22,2/24/2025,2,1,2/24/2025,1s Pause Bench Press,actual,3,7,270,,5.6,,2025-07-02T06:05:36.805753700+00:00
Block22_UnilateralLegPress_w2_d1_prescribed_1751436336805,Block 22,2/24/2025,2,1,2/24/2025,Unilateral Leg Press,prescribed,2,8-12,,,8,,2025-07-02T06:05:36.805757300+00:00
Block22_UnilateralLegPress_w2_d1_actual_1751436336805,Block 22,2/24/2025,2,1,2/24/2025,Unilateral Leg Press,actual,3,10,225,,8,,2025-07-02T06:05:36.805760600+00:00
Block22_ChestSupportedRows*neutralgrip_w2_d1_prescribed_1751436336805,Block 22,2/24/2025,2,1,2/24/2025,Chest Supported Rows *neutral grip,prescribed,3,8-10,,,8,,2025-07-02T06:05:36.805764600+00:00
Block22_ChestSupportedRows*neutralgrip_w2_d1_actual_1751436336805,Block 22,2/24/2025,2,1,2/24/2025,Chest Supported Rows *neutral grip,actual,3,8,115,,8,,2025-07-02T06:05:36.805768300+00:00
Block22_FlatBenchDBPress_w2_d1_prescribed_1751436336805,Block 22,2/24/2025,2,1,2/24/2025,Flat Bench DB Press,prescribed,3,10-12,,,7,,2025-07-02T06:05:36.805771800+00:00
Block22_FlatBenchDBPress_w2_d1_actual_1751436336805,Block 22,2/24/2025,2,1,2/24/2025,Flat Bench DB Press,actual,3,10,100,,7,,2025-07-02T06:05:36.805775300+00:00
Block22_1sPauseBenchPress_w2_d3_prescribed_1751436336805,Block 22,2/24/2025,2,3,2/26/2025,1s Pause Bench Press ,prescribed,3,5,,find,"5, 6, 7",,2025-07-02T06:05:36.805784100+00:00
Block22_1sPauseBenchPress_w2_d3_actual_1751436336805,Block 22,2/24/2025,2,3,2/26/2025,1s Pause Bench Press ,actual,3,5,305,,7,"285,295,305",2025-07-02T06:05:36.805788100+00:00
Block22_Deadliftswbelt_w2_d3_prescribed_1751436336805,Block 22,2/24/2025,2,3,2/26/2025,Deadlifts w/belt,prescribed,2,5,,find,5.5-easy 6,,2025-07-02T06:05:36.805791600+00:00
Block22_Deadliftswbelt_w2_d3_actual_1751436336805,Block 22,2/24/2025,2,3,2/26/2025,Deadlifts w/belt,actual,2,5,425,,6,,2025-07-02T06:05:36.805795100+00:00
Block22_Deadliftswbelt_w2_d3_prescribed_1751436336805,Block 22,2/24/2025,2,3,2/26/2025,Deadlifts w/belt,prescribed,1,5,,-6%,rate,,2025-07-02T06:05:36.805800500+00:00
Block22_Deadliftswbelt_w2_d3_actual_1751436336805,Block 22,2/24/2025,2,3,2/26/2025,Deadlifts w/belt,actual,1,5,405,,5,,2025-07-02T06:05:36.805804+00:00
Block22_BarbellRDL's_w2_d3_prescribed_1751436336805,Block 22,2/24/2025,2,3,2/26/2025,Barbell RDL's,prescribed,2,8,,find,5,,2025-07-02T06:05:36.805807300+00:00
Block22_BarbellRDL's_w2_d3_actual_1751436336805,Block 22,2/24/2025,2,3,2/26/2025,Barbell RDL's,actual,2,8,225,,5,,2025-07-02T06:05:36.805810500+00:00
Block22_LegPress_w2_d3_prescribed_1751436336805,Block 22,2/24/2025,2,3,2/26/2025,Leg Press,prescribed,3,10-12,,,7,,2025-07-02T06:05:36.805813500+00:00
Block22_LegPress_w2_d3_actual_1751436336805,Block 22,2/24/2025,2,3,2/26/2025,Leg Press,actual,3,10,495,,7,,2025-07-02T06:05:36.805816500+00:00
Block22_LatPulldowns_w2_d3_prescribed_1751436336805,Block 22,2/24/2025,2,3,2/26/2025,Lat Pulldowns,prescribed,3,10-12,,,7,,2025-07-02T06:05:36.805819800+00:00
Block22_LatPulldowns_w2_d3_actual_1751436336805,Block 22,2/24/2025,2,3,2/26/2025,Lat Pulldowns,actual,3,10,130,,7,,2025-07-02T06:05:36.805822900+00:00
Block22_LowbarSquatswbelt_w2_d5_prescribed_1751436336805,Block 22,2/24/2025,2,5,2/28/2025,Lowbar Squats w/belt,prescribed,1,1,,find,6,,2025-07-02T06:05:36.805831800+00:00
Block22_LowbarSquatswbelt_w2_d5_actual_1751436336805,Block 22,2/24/2025,2,5,2/28/2025,Lowbar Squats w/belt,actual,1,1,465,,6,,2025-07-02T06:05:36.805835500+00:00
Block22_LowbarSquatswbelt_w2_d5_prescribed_1751436336805,Block 22,2/24/2025,2,5,2/28/2025,Lowbar Squats w/belt ,prescribed,3,4,,base on above,5.5,,2025-07-02T06:05:36.805839400+00:00
Block22_LowbarSquatswbelt_w2_d5_actual_1751436336805,Block 22,2/24/2025,2,5,2/28/2025,Lowbar Squats w/belt ,actual,3,4,415,,5.5,,2025-07-02T06:05:36.805843200+00:00
Block22_1sPauseBenchPress_w2_d5_prescribed_1751436336805,Block 22,2/24/2025,2,5,2/28/2025,1s Pause Bench Press,prescribed,1,1,,find,6,,2025-07-02T06:05:36.805846900+00:00
Block22_1sPauseBenchPress_w2_d5_actual_1751436336805,Block 22,2/24/2025,2,5,2/28/2025,1s Pause Bench Press,actual,1,1,340,,6,,2025-07-02T06:05:36.805850200+00:00
Block22_1sPauseBenchPress_w2_d5_prescribed_1751436336805,Block 22,2/24/2025,2,5,2/28/2025,1s Pause Bench Press,prescribed,1,2,,base on above,6,,2025-07-02T06:05:36.805854100+00:00
Block22_1sPauseBenchPress_w2_d5_actual_1751436336805,Block 22,2/24/2025,2,5,2/28/2025,1s Pause Bench Press,actual,1,2,325,,6,,2025-07-02T06:05:36.805857500+00:00
Block22_1sPauseBenchPress_w2_d5_prescribed_1751436336805,Block 22,2/24/2025,2,5,2/28/2025,1s Pause Bench Press,prescribed,2,4,,base on above,5.5,,2025-07-02T06:05:36.805861+00:00
Block22_1sPauseBenchPress_w2_d5_actual_1751436336805,Block 22,2/24/2025,2,5,2/28/2025,1s Pause Bench Press,actual,2,4,305,,5.5,,2025-07-02T06:05:36.805864300+00:00
Block22_1sPauseBenchPress_w2_d5_prescribed_1751436336805,Block 22,2/24/2025,2,5,2/28/2025,1s Pause Bench Press,prescribed,2,6,,find,6,,2025-07-02T06:05:36.805867800+00:00
Block22_1sPauseBenchPress_w2_d5_actual_1751436336805,Block 22,2/24/2025,2,5,2/28/2025,1s Pause Bench Press,actual,2,6,285,,6,,2025-07-02T06:05:36.805871400+00:00
Block22_DBSeatedShoulderPress_w2_d5_prescribed_1751436336805,Block 22,2/24/2025,2,5,2/28/2025,DB Seated Shoulder Press,prescribed,3,6-10,,,7,,2025-07-02T06:05:36.805875+00:00
Block22_DBSeatedShoulderPress_w2_d5_actual_1751436336805,Block 22,2/24/2025,2,5,2/28/2025,DB Seated Shoulder Press,actual,3,6,80,,7,,2025-07-02T06:05:36.805878500+00:00
Block22_BicepCurlsofchoice(optional)_w2_d5_prescribed_1751436336805,Block 22,2/24/2025,2,5,2/28/2025,Bicep Curls of choice (optional),prescribed,3,12-15,,,7,,2025-07-02T06:05:36.805882400+00:00
Block22_BicepCurlsofchoice(optional)_w2_d5_actual_1751436336805,Block 22,2/24/2025,2,5,2/28/2025,Bicep Curls of choice (optional),actual,3,12,25,,7,,2025-07-02T06:05:36.805886100+00:00
Block22_Deadliftswbelt_w2_d6_prescribed_1751436336805,Block 22,2/24/2025,2,6,3/1/2025,Deadlifts w/belt ,prescribed,1,1,,find,6,,2025-07-02T06:05:36.805892700+00:00
Block22_Deadliftswbelt_w2_d6_actual_1751436336805,Block 22,2/24/2025,2,6,3/1/2025,Deadlifts w/belt ,actual,1,1,475,,6,,2025-07-02T06:05:36.805896300+00:00
Block22_Deadliftswbelt*drop10lbeachset_w2_d6_prescribed_1751436336805,Block 22,2/24/2025,2,6,3/1/2025,Deadlifts w/belt *drop 10lb each set,prescribed,3,4,,base on above,5,,2025-07-02T06:05:36.805900500+00:00
Block22_Deadliftswbelt*drop10lbeachset_w2_d6_actual_1751436336805,Block 22,2/24/2025,2,6,3/1/2025,Deadlifts w/belt *drop 10lb each set,actual,3,4,415,,5,,2025-07-02T06:05:36.805904300+00:00
Block22_SeatedLegCurls_w2_d6_prescribed_1751436336805,Block 22,2/24/2025,2,6,3/1/2025,Seated Leg Curls,prescribed,3,8-12,,,7,,2025-07-02T06:05:36.805907700+00:00
Block22_SeatedLegCurls_w2_d6_actual_1751436336805,Block 22,2/24/2025,2,6,3/1/2025,Seated Leg Curls,actual,3,8,50,,7,,2025-07-02T06:05:36.805910900+00:00
Block22_DIps(canbeweighted)_w2_d6_prescribed_1751436336805,Block 22,2/24/2025,2,6,3/1/2025,DIps (can be weighted),prescribed,3,6-10,,,7,,2025-07-02T06:05:36.805914600+00:00
Block22_DIps(canbeweighted)_w2_d6_actual_1751436336805,Block 22,2/24/2025,2,6,3/1/2025,DIps (can be weighted),actual,3,8,365,,7,,2025-07-02T06:05:36.805918+00:00
Block22_Abs(ofchoice)_w2_d6_prescribed_1751436336805,Block 22,2/24/2025,2,6,3/1/2025,Abs (of choice),prescribed,3,12-20,,,7,,2025-07-02T06:05:36.805921300+00:00
Block22_Abs(ofchoice)_w2_d6_actual_1751436336805,Block 22,2/24/2025,2,6,3/1/2025,Abs (of choice),actual,3,15,45,,7,,2025-07-02T06:05:36.805924700+00:00
Block22_LowbarSquatswbelt_w3_d1_prescribed_1751436336805,Block 22,3/3/2025,3,1,3/3/2025,Lowbar Squats w/belt ,prescribed,3,6,,find,"5, 6, 7",,2025-07-02T06:05:36.805932400+00:00
Block22_LowbarSquatswbelt_w3_d1_actual_1751436336805,Block 22,3/3/2025,3,1,3/3/2025,Lowbar Squats w/belt ,actual,3,6,415,,7,"385,405,415",2025-07-02T06:05:36.805936300+00:00
Block22_1sPauseBenchPress_w3_d1_prescribed_1751436336805,Block 22,3/3/2025,3,1,3/3/2025,1s Pause Bench Press,prescribed,1,2,,find,6-easy 7,,2025-07-02T06:05:36.805939800+00:00
Block22_1sPauseBenchPress_w3_d1_actual_1751436336805,Block 22,3/3/2025,3,1,3/3/2025,1s Pause Bench Press,actual,1,2,335,,7,,2025-07-02T06:05:36.805943200+00:00
Block22_1sPauseBenchPress_w3_d1_prescribed_1751436336805,Block 22,3/3/2025,3,1,3/3/2025,1s Pause Bench Press,prescribed,3,7,,base on max,6,,2025-07-02T06:05:36.805946700+00:00
Block22_1sPauseBenchPress_w3_d1_actual_1751436336805,Block 22,3/3/2025,3,1,3/3/2025,1s Pause Bench Press,actual,3,7,275,,6,,2025-07-02T06:05:36.805950100+00:00
Block22_UnilateralLegPress_w3_d1_prescribed_1751436336805,Block 22,3/3/2025,3,1,3/3/2025,Unilateral Leg Press,prescribed,2,8-12,,,8,,2025-07-02T06:05:36.805953500+00:00
Block22_UnilateralLegPress_w3_d1_actual_1751436336805,Block 22,3/3/2025,3,1,3/3/2025,Unilateral Leg Press,actual,2,10,225,,8,,2025-07-02T06:05:36.805956800+00:00
Block22_ChestSupportedRows*neutralgrip_w3_d1_prescribed_1751436336805,Block 22,3/3/2025,3,1,3/3/2025,Chest Supported Rows *neutral grip,prescribed,3,8-10,,,8,,2025-07-02T06:05:36.805960500+00:00
Block22_ChestSupportedRows*neutralgrip_w3_d1_actual_1751436336805,Block 22,3/3/2025,3,1,3/3/2025,Chest Supported Rows *neutral grip,actual,3,8,95,,8,,2025-07-02T06:05:36.805964200+00:00
Block22_FlatBenchDBPress_w3_d1_prescribed_1751436336805,Block 22,3/3/2025,3,1,3/3/2025,Flat Bench DB Press,prescribed,3,10-12,,,7,,2025-07-02T06:05:36.805967700+00:00
Block22_FlatBenchDBPress_w3_d1_actual_1751436336805,Block 22,3/3/2025,3,1,3/3/2025,Flat Bench DB Press,actual,3,10,100,,7,,2025-07-02T06:05:36.805971100+00:00
Block22_1sPauseBenchPress_w3_d3_prescribed_1751436336805,Block 22,3/3/2025,3,3,3/5/2025,1s Pause Bench Press ,prescribed,3,5,,find,"5.5, 6.5, 7.5",,2025-07-02T06:05:36.805979300+00:00
Block22_1sPauseBenchPress_w3_d3_actual_1751436336805,Block 22,3/3/2025,3,3,3/5/2025,1s Pause Bench Press ,actual,3,5,315,,7.5,"275,295,315",2025-07-02T06:05:36.805983+00:00
Block22_Deadliftswbelt_w3_d3_prescribed_1751436336805,Block 22,3/3/2025,3,3,3/5/2025,Deadlifts w/belt,prescribed,2,5,,find,6,,2025-07-02T06:05:36.805986400+00:00
Block22_Deadliftswbelt_w3_d3_actual_1751436336805,Block 22,3/3/2025,3,3,3/5/2025,Deadlifts w/belt,actual,2,5,425,,6,,2025-07-02T06:05:36.805989800+00:00
Block22_Deadliftswbelt_w3_d3_prescribed_1751436336806,Block 22,3/3/2025,3,3,3/5/2025,Deadlifts w/belt,prescribed,1,5,,-6%,rate,,2025-07-02T06:05:36.806002700+00:00
Block22_Deadliftswbelt_w3_d3_actual_1751436336806,Block 22,3/3/2025,3,3,3/5/2025,Deadlifts w/belt,actual,1,5,405,,5,,2025-07-02T06:05:36.806006200+00:00
Block22_BarbellRDL's_w3_d3_prescribed_1751436336806,Block 22,3/3/2025,3,3,3/5/2025,Barbell RDL's,prescribed,2,8,,find,6,,2025-07-02T06:05:36.806009300+00:00
Block22_BarbellRDL's_w3_d3_actual_1751436336806,Block 22,3/3/2025,3,3,3/5/2025,Barbell RDL's,actual,2,8,225,,6,,2025-07-02T06:05:36.806012500+00:00
Block22_LegPress_w3_d3_prescribed_1751436336806,Block 22,3/3/2025,3,3,3/5/2025,Leg Press,prescribed,3,10-12,,,7,,2025-07-02T06:05:36.806015500+00:00
Block22_LegPress_w3_d3_actual_1751436336806,Block 22,3/3/2025,3,3,3/5/2025,Leg Press,actual,3,10,495,,7,,2025-07-02T06:05:36.806018400+00:00
Block22_LatPulldowns_w3_d3_prescribed_1751436336806,Block 22,3/3/2025,3,3,3/5/2025,Lat Pulldowns,prescribed,3,10-12,,,7,,2025-07-02T06:05:36.806021500+00:00
Block22_LatPulldowns_w3_d3_actual_1751436336806,Block 22,3/3/2025,3,3,3/5/2025,Lat Pulldowns,actual,3,10,130,,7,,2025-07-02T06:05:36.806024700+00:00
Block22_LowbarSquatswbelt_w3_d5_prescribed_1751436336806,Block 22,3/3/2025,3,5,3/7/2025,Lowbar Squats w/belt,prescribed,1,1,,find,easy 7,,2025-07-02T06:05:36.806033500+00:00
Block22_LowbarSquatswbelt_w3_d5_actual_1751436336806,Block 22,3/3/2025,3,5,3/7/2025,Lowbar Squats w/belt,actual,1,1,495,,7,,2025-07-02T06:05:36.806037300+00:00
Block22_LowbarSquatswbelt_w3_d5_prescribed_1751436336806,Block 22,3/3/2025,3,5,3/7/2025,Lowbar Squats w/belt ,prescribed,3,4,,base on above,6,,2025-07-02T06:05:36.806041100+00:00
Block22_LowbarSquatswbelt_w3_d5_actual_1751436336806,Block 22,3/3/2025,3,5,3/7/2025,Lowbar Squats w/belt ,actual,3,4,425,,6,,2025-07-02T06:05:36.806044700+00:00
Block22_1sPauseBenchPress_w3_d5_prescribed_1751436336806,Block 22,3/3/2025,3,5,3/7/2025,1s Pause Bench Press,prescribed,1,1,,find,7,,2025-07-02T06:05:36.806048200+00:00
